;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
15.05.19;5711.49;1767.4962;495.1769;1214.2681;1418.5007;1056.4156;868.1672;1757.383;1166.9427;667.2203;246.9125;1073.4895;2.397;2390.8234;1639.5736;830.779;1407.2223;1140.5214;1667.9026;3189.7397;1260.1065;1489.8494;1056.4156;1546.7551;720.7899;667.2203;1073.4895;456.9382;707.6241;1868.181;270.9786;666.2965;1339.9833;1248.3106;537.5243;575.5477;474.1628
16.05.19;5763.95;1785.1075;499.9484;1223.4285;1432.8137;1062.3183;877.6982;1771.377;1177.598;676.2509;248.4484;1080.6614;2.389;2434.2679;1656.0952;838.7049;1385.3366;1152.6219;1688.032;3229.0205;1270.9187;1493.9198;1062.3183;1555.5036;729.1526;676.2509;1080.6614;459.7808;714.9362;1882.1158;270.4711;672.0049;1354.4212;1261.2117;543.3364;579.5164;478.9216
17.05.19;5730.89;1770.4498;497.5863;1221.3676;1421.3165;1051.5514;872.5019;1768.4513;1164.9752;672.8865;248.0321;1086.7705;2.378;2417.5252;1648.7921;832.0699;1360.0523;1143.953;1681.9506;3197.3312;1255.2643;1495.1676;1051.5514;1555.8235;724.9481;672.8865;1086.7705;459.0103;712.7715;1872.8052;268.0257;671.4643;1345.8109;1250.7519;541.5698;578.2476;483.1205
20.05.19;5692.3;1739.605;491.7576;1218.6512;1411.4449;1052.3969;873.6965;1767.7937;1161.749;663.069;244.0113;1088.6003;2.37;2398.6129;1609.6306;817.4592;1307.3728;1144.2371;1677.7672;3182.4128;1251.7429;1498.6789;1052.3969;1548.1212;726.4728;663.069;1088.6003;451.5693;714.2203;1850.7022;267.2413;673.5062;1345.206;1246.1826;541.6581;570.2293;489.341
21.05.19;5740.81;1760.4857;496.4689;1214.8852;1419.5487;1063.6946;881.2342;1782.3298;1175.4844;673.0833;246.1291;1089.2591;2.371;2414.8263;1638.4574;825.6507;1333.8992;1152.961;1688.9035;3195.2;1269.1223;1514.0379;1063.6946;1541.6988;733.4264;673.0833;1089.2591;455.4885;720.4476;1866.4013;267.8642;674.8991;1338.6928;1252.7163;548.1416;577.5311;493.0734
22.05.19;5724.71;1750.5879;496.6199;1221.5734;1406.7781;1046.894;876.8275;1793.6472;1165.8955;668.6565;247.1373;1098.3849;2.367;2425.9183;1610.1404;826.8926;1305.732;1146.4065;1704.4944;3165.8703;1259.8673;1518.0825;1046.894;1553.1723;727.6279;668.6565;1098.3849;457.3543;722.4595;1860.7862;258.3363;677.3209;1342.5241;1235.6433;547.9649;573.9185;490.834
23.05.19;5657.1;1720.3929;490.3684;1220.8402;1388.1563;1014.1687;863.8009;1787.0367;1148.2236;658.47;248.3976;1107.3895;2.354;2383.4507;1578.8582;815.1427;1288.7881;1132.0769;1701.8023;3121.9779;1238.3924;1508.4197;1014.1687;1555.688;714.5063;658.47;1107.3895;459.6866;713.3716;1837.6096;254.8758;672.0499;1342.8467;1218.521;546.9048;567.6801;487.9725
24.05.19;5665.6;1721.2379;490.3986;1215.9626;1390.1037;1015.7434;870.6132;1790.5856;1148.7423;661.9724;248.7702;1105.1677;2.338;2392.3951;1577.7419;813.8309;1277.6629;1138.2664;1699.4036;3131.41;1240.7326;1517.9785;1015.7434;1544.3962;722.3626;661.9724;1105.1677;460.3762;717.6273;1831.7601;254.8989;674.0918;1339.5397;1214.3349;546.1802;567.8915;491.2072
27.05.19;5665.6;1721.2379;490.3986;1215.9626;1390.1037;1015.7434;870.6132;1790.5856;1148.7423;661.9724;248.7702;1105.1677;2.338;2392.3951;1577.7419;813.8309;1277.6629;1138.2664;1699.4036;3131.41;1240.7326;1517.9785;1015.7434;1544.3962;722.3626;661.9724;1105.1677;460.3762;717.6273;1831.7601;254.8989;674.0918;1339.5397;1214.3349;546.1802;567.8915;491.2072
28.05.19;5618.18;1715.551;491.214;1194.2093;1383.3102;1004.5577;861.1332;1765.3534;1137.8492;655.8906;246.0414;1087.3401;2.345;2394.0104;1568.2327;817.5569;1261.5584;1126.7168;1676.5967;3120.1963;1229.0509;1495.3236;1004.5577;1507.9149;713.7215;655.8906;1087.3401;455.3262;710.4308;1821.0435;254.599;671.8442;1316.7536;1199.7407;544.5188;560.772;486.2929
29.05.19;5579.51;1705.3477;485.7779;1185.7714;1371.1049;998.291;860.2743;1748.5031;1132.7031;655.5166;243.192;1072.9366;2.349;2373.988;1556.5047;807.1745;1267.6281;1125.1913;1651.5402;3094.9829;1223.9065;1491.3441;998.291;1496.7831;712.7512;655.5166;1072.9366;450.0532;710.8063;1813.8275;253.2552;664.3573;1312.5795;1194.0278;540.7718;547.7135;484.1157
30.05.19;5591.97;1715.7662;485.657;1189.9741;1378.2003;986.4763;856.5521;1757.661;1137.5872;656.8536;244.7701;1071.4721;2.367;2386.5607;1567.115;809.2677;1277.4901;1125.0882;1657.479;3110.1006;1228.2048;1502.2293;986.4763;1498.2761;704.6709;656.8536;1071.4721;452.9737;712.5598;1833.6639;254.0169;664.104;1328.3449;1201.0317;544.5895;546.4964;478.455
31.05.19;5519.27;1688.3041;475.7865;1173.3882;1359.1259;970.5513;844.0012;1744.0293;1121.4042;649.3465;246.6892;1077.0528;2.342;2354.5564;1533.3579;796.9272;1256.7514;1106.9321;1641.4209;3066.3092;1210.9261;1494.2188;970.5513;1483.3515;693.9554;649.3465;1077.0528;456.525;705.1094;1827.3952;244.3777;653.4039;1300.9958;1177.6837;543.8118;535.5108;458.8187
03.06.19;5504.05;1658.6454;462.5266;1188.9324;1343.2122;983.8259;849.7827;1749.3463;1129.411;671.5488;247.7742;1088.1915;2.328;2291.5241;1523.2544;764.4668;1252.7944;1110.7302;1654.3372;3001.5666;1221.4097;1489.7575;983.8259;1506.9327;698.1154;671.5488;1088.1915;458.533;716.1584;1824.6047;248.7877;657.3294;1318.3815;1180.2167;547.9123;543.1703;470.8618
04.06.19;5622.31;1712.8045;470.5913;1198.1971;1378.6008;1000.3907;872.7911;1778.8233;1156.2431;690.1363;246.3933;1088.6312;2.342;2356.4846;1576.9701;780.2644;1306.6127;1137.4262;1678.5989;3073.5818;1249.5498;1518.9707;1000.3907;1515.0294;723.5838;690.1363;1088.6312;455.9774;725.4144;1861.9195;260.3786;666.6841;1328.8289;1217.7966;552.4937;565.9017;473.0713
05.06.19;5668.89;1736.6615;471.1652;1211.6451;1385.5086;989.579;877.8618;1790.8254;1168.6307;695.6827;252.1254;1111.9347;2.34;2400.1706;1603.7383;779.5526;1298.9467;1145.5112;1687.3262;3090.24;1261.9115;1532.1856;989.579;1527.9966;724.9011;695.6827;1111.9347;466.5853;734.1239;1865.7817;260.9096;673.5853;1352.034;1231.8786;561.0897;571.0551;477.708
06.06.19;5705.22;1755.5401;473.2191;1222.6377;1392.7862;1007.0572;881.5349;1796.6556;1168.913;703.5596;252.5835;1118.1427;2.308;2423.3285;1621.4919;781.5483;1318.0372;1152.9632;1690.9335;3105.6931;1264.7984;1539.3356;1007.0572;1541.4797;727.0841;703.5596;1118.1427;467.4331;735.5858;1889.2477;260.1445;679.1095;1365.9372;1222.4776;563.2063;569.6954;483.1849
07.06.19;5765.66;1789.3528;480.2089;1235.1061;1414.9066;1011.6971;879.9447;1819.6807;1178.9849;708.8345;253.2413;1109.9311;2.272;2473.2398;1654.2975;795.3761;1335.5035;1157.8267;1712.6934;3161.6766;1276.4317;1558.9446;1011.6971;1554.8103;719.9578;708.8345;1109.9311;468.6505;738.1358;1915.5366;261.8836;688.1318;1381.0365;1231.3557;567.3321;575.8484;484.8654
10.06.19;5792.56;1806.915;479.5142;1235.1267;1429.8733;1015.0718;887.7509;1825.3449;1180.4688;709.8606;252.4739;1103.2888;2.274;2485.8735;1672.9471;797.5672;1366.7605;1166.834;1710.5989;3214.3636;1276.1629;1572.2291;1015.0718;1551.2143;729.9994;709.8606;1103.2888;467.2302;738.2554;1908.7497;265.6632;694.2416;1378.2912;1238.316;568.6424;574.6471;476.0276
11.06.19;5790.83;1807.4484;480.9036;1240.1552;1434.7187;1016.4605;887.7705;1820.8066;1169.8779;709.387;253.0245;1095.8156;2.25;2472.5889;1689.6172;798.586;1372.1915;1161.5781;1711.937;3222.0484;1262.9939;1561.9893;1016.4605;1557.4673;734.0715;709.387;1095.8156;468.2493;736.2051;1921.4616;267.611;697.8664;1382.7523;1232.2936;563.8084;575.6717;480.5087
12.06.19;5779.12;1797.0226;479.5444;1240.6704;1433.2497;1001.8577;879.3563;1830.143;1172.2335;711.5972;253.7952;1110.4235;2.217;2471.4557;1679.097;794.5946;1341.3133;1152.2898;1727.3746;3219.7872;1263.8962;1562.4186;1001.8577;1555.612;723.7523;711.5972;1110.4235;469.6756;734.4111;1928.5254;264.3879;699.3701;1386.1234;1237.5262;567.9872;571.9795;483.3094
13.06.19;5804.53;1801.1962;485.0406;1244.0904;1446.2242;1014.3941;881.6694;1828.5176;1178.5752;715.8217;254.2867;1112.3987;2.176;2473.8107;1682.906;805.0937;1350.7178;1154.7396;1718.2226;3252.6218;1272.4696;1569.7049;1014.3941;1556.1848;725.9396;715.8217;1112.3987;470.585;736.4564;1929.0795;268.3066;701.7444;1396.0954;1240.9487;568.3289;580.7769;485.55
14.06.19;5795.96;1786.2734;486.9276;1244.5032;1449.7703;1006.9558;883.9862;1824.5118;1173.9751;712.5579;255.1806;1123.686;2.172;2469.6267;1662.6089;807.719;1317.8875;1153.7902;1716.0552;3261.0342;1266.9023;1564.4364;1006.9558;1554.8981;729.1672;712.5579;1123.686;472.2393;740.5759;1940.3447;265.9415;701.9818;1399.85;1235.4529;569.2676;581.158;488.6619
17.06.19;5801.4;1789.2392;492.0932;1241.8815;1451.2342;1016.1144;875.7261;1833.0563;1170.1726;705.9893;258.0483;1119.9038;2.182;2472.207;1673.2676;819.6387;1312.829;1143.7007;1725.8804;3276.9103;1265.5201;1569.7177;1016.1144;1548.6483;721.9008;705.9893;1119.9038;477.5463;733.7556;1921.7848;268.2603;703.4539;1397.8314;1223.3424;566.8589;577.1455;485.7678
18.06.19;5857.95;1820.0079;494.1172;1234.7594;1462.0835;1029.8861;887.2473;1848.1585;1192.3385;711.3988;257.3173;1116.4154;2.216;2492.2345;1709.1643;823.8399;1367.5747;1157.4566;1741.5115;3297.2367;1296.1401;1581.0587;1029.8861;1537.5962;734.8369;711.3988;1116.4154;476.1936;737.4993;1932.496;271.2283;705.1;1384.9122;1234.6631;566.3807;587.0088;485.7367
19.06.19;5875.45;1827.9331;495.0234;1239.8171;1465.6164;1027.5908;885.403;1865.8442;1192.1159;708.082;259.0652;1125.4486;2.164;2512.5935;1708.5437;825.3193;1366.4348;1159.2557;1756.56;3309.6681;1294.5851;1598.0246;1027.5908;1545.5004;728.5424;708.082;1125.4486;479.4283;741.1407;1939.8984;270.95;704.9576;1392.3407;1235.3213;570.3303;583.014;486.6391
20.06.19;5931.66;1854.1022;498.1651;1251.0773;1475.2495;1050.2962;889.8943;1873.352;1211.3826;716.6307;260.465;1131.5442;2.132;2556.2298;1729.1199;831.9073;1376.9222;1168.176;1766.4435;3333.3802;1319.85;1601.2667;1050.2962;1561.3274;729.7689;716.6307;1131.5442;482.0187;746.378;1941.3461;273.1529;708.8989;1405.5425;1246.3129;573.7485;590.4026;486.4213
21.06.19;5924.54;1845.9729;500.1588;1247.0272;1469.8991;1058.9148;887.5003;1881.536;1205.4123;714.3989;257.6065;1136.832;2.107;2545.0042;1722.0313;835.6339;1370.295;1164.2655;1774.6182;3324.242;1312.228;1607.738;1058.9148;1557.0227;730.0234;714.3989;1136.832;476.7288;740.528;1924.3232;272.7123;707.9333;1397.5084;1243.5822;571.0033;589.9254;487.5105
24.06.19;5914.29;1848.7514;500.7026;1250.3541;1462.3748;1049.1035;884.5372;1872.1556;1202.6294;717.5976;256.4301;1137.0156;2.109;2548.9229;1721.8934;835.592;1375.6591;1160.3592;1764.3464;3306.0911;1313.1304;1601.3449;1049.1035;1556.3091;725.5108;717.5976;1137.0156;474.5517;742.5293;1922.6455;271.7848;708.2024;1412.648;1227.6162;570.4897;583.2791;490.3423
25.06.19;5858.13;1814.7785;492.6974;1249.6928;1446.6868;1040.44;881.3976;1864.4744;1193.8357;717.5976;252.9669;1129.9285;2.123;2493.9886;1696.5317;819.7084;1357.2985;1159.0274;1757.5114;3264.2786;1305.3542;1594.3137;1040.44;1558.0356;720.8825;717.5976;1129.9285;468.1427;740.853;1922.3993;272.6891;708.1391;1406.7537;1212.6379;566.6287;569.1735;488.6308
26.06.19;5850.9;1834.6173;490.1599;1232.3971;1452.6518;1056.4169;879.9651;1841.2229;1196.2475;716.2747;248.0195;1105.6195;2.144;2495.749;1726.872;816.1632;1403.8919;1158.5946;1736.4824;3283.5456;1306.6406;1573.4286;1056.4169;1537.2489;723.2661;716.2747;1105.6195;458.987;730.0423;1917.8742;275.3094;702.1559;1380.007;1220.6044;566.2567;570.4462;484.4608
27.06.19;5874.15;1839.7865;492.2744;1233.7526;1461.2534;1048.0234;888.3201;1852.9395;1197.6645;718.9477;250.1685;1107.0149;2.139;2503.4779;1722.7986;818.4383;1417.7586;1171.0525;1743.8416;3293.4651;1303.7574;1587.6165;1048.0234;1536.6596;729.3414;718.9477;1107.0149;462.9639;736.7982;1937.3751;279.831;706.2713;1380.6328;1231.3361;572.7212;576.8883;489.5332
28.06.19;5908.25;1842.4175;496.1109;1234.6;1464.8724;1060.5125;900.8457;1859.8488;1209.4098;725.3806;251.0396;1112.78;2.093;2514.8723;1711.0056;824.9285;1423.3224;1179.1241;1749.4144;3295.1253;1315.3186;1594.5892;1060.5125;1538.7783;746.6146;725.3806;1112.78;464.576;742.7517;1952.4125;280.5962;707.1894;1378.9977;1248.6847;576.6249;579.77;493.0185
01.07.19;5953.63;1869.0625;499.8265;1240.3044;1477.6671;1061.5476;911.0924;1870.5071;1212.3049;730.3595;250.3634;1109.2916;2.112;2545.3298;1736.564;833.7217;1453.6523;1190.2074;1763.7333;3334.4684;1315.9141;1598.8485;1061.5476;1548.3813;755.8996;730.3595;1109.2916;463.3246;752.5374;1951.843;280.4107;706.6987;1386.5271;1258.9556;578.9107;585.4801;490.4357
02.07.19;5971.29;1874.4318;505.3328;1250.8246;1482.3853;1043.0953;909.4239;1878.5017;1210.6903;729.3519;254.9133;1123.0618;2.184;2560.3053;1746.8397;841.3865;1437.2319;1191.339;1776.0055;3346.2434;1314.6656;1600.3073;1043.0953;1562.1755;751.2224;729.3519;1123.0618;471.7446;754.06;1972.1442;277.7209;711.8905;1398.2553;1253.0794;581.3736;582.1212;499.4602
03.07.19;6018.54;1887.7114;508.9289;1267.9215;1493.442;1049.3736;915.6677;1895.9259;1217.1834;733.0466;258.6589;1132.9009;2.205;2584.0466;1763.6385;848.4244;1431.6967;1200.6584;1794.1887;3366.9474;1319.7884;1613.2285;1049.3736;1581.4965;753.6875;733.0466;1132.9009;478.6764;763.5613;1992.938;277.9528;718.1685;1426.3948;1264.1568;586.7247;589.5993;500.5805
04.07.19;6018.54;1887.7114;508.9289;1267.9215;1493.442;1049.3736;915.6677;1895.9259;1217.1834;733.0466;258.6589;1132.9009;2.205;2584.0466;1763.6385;848.4244;1431.6967;1200.6584;1794.1887;3366.9474;1319.7884;1613.2285;1049.3736;1581.4965;753.6875;733.0466;1132.9009;478.6764;763.5613;1992.938;277.9528;718.1685;1426.3948;1264.1568;586.7247;589.5993;500.5805
05.07.19;6008.31;1884.0726;510.2022;1261.7069;1495.1667;1050.5212;919.1649;1882.5455;1210.8797;729.1741;257.1937;1131.2655;2.219;2580.972;1762.5476;849.7854;1422.5663;1203.5413;1770.2771;3374.9555;1313.1802;1614.6093;1050.5212;1574.6782;759.2088;729.1741;1131.2655;475.9648;762.9453;1989.1209;278.8107;716.7907;1414.4446;1256.717;583.8719;588.5739;503.6924
08.07.19;5979.34;1870.4138;505.6363;1263.8567;1497.9831;1051.5563;913.3493;1868.5274;1201.9706;721.4686;258.1522;1132.5514;2.233;2574.6168;1732.3479;841.219;1411.4815;1193.3152;1751.0662;3383.5781;1301.6722;1609.4096;1051.5563;1571.7994;754.8242;721.4686;1132.5514;477.7385;760.6013;1985.2269;276.3064;720.4647;1423.2861;1251.1701;582.2418;594.3371;501.514
09.07.19;5988.48;1876.3381;508.2971;1256.681;1502.9947;1052.4565;916.5532;1870.5746;1199.5664;714.1583;259.5397;1133.2495;2.243;2579.3631;1740.1912;848.7932;1419.228;1196.3691;1758.0008;3409.7869;1299.7335;1605.487;1052.4565;1561.5437;759.1624;714.1583;1133.2495;480.3063;761.0856;1979.8667;274.405;720.8765;1410.7303;1244.3229;583.8188;589.4932;496.5053
10.07.19;6015.56;1891.3912;514.7232;1265.9226;1508.8376;1067.2183;912.3944;1877.3581;1196.0951;712.8148;260.8949;1136.8501;2.174;2600.7201;1755.5465;860.3221;1427.6165;1193.7079;1760.9921;3428.0509;1294.1419;1615.1567;1067.2183;1576.8175;752.8291;712.8148;1136.8501;482.8143;760.2899;1986.6559;275.0543;722.9194;1419.1883;1244.1583;584.9705;587.2731;500.7597
11.07.19;6029.33;1897.7965;514.2685;1269.112;1511.3077;1069.176;917.8373;1877.7225;1204.597;715.8772;257.7327;1137.2543;2.142;2616.0594;1747.9241;860.378;1437.4602;1201.7011;1727.7956;3429.488;1301.9719;1653.5358;1069.176;1574.3699;759.232;715.8772;1137.2543;476.9624;759.5196;1991.7054;276.9093;730.03;1426.4554;1258.6758;587.4689;590.4023;498.3332
12.07.19;6057.77;1912.8899;517.5119;1273.3902;1527.3883;1073.1365;923.457;1856.771;1226.0002;723.2843;256.7559;1129.9795;2.134;2623.8979;1765.5303;866.0237;1467.9042;1208.9235;1693.5907;3466.7693;1325.9529;1652.0077;1073.1365;1575.1309;763.2918;723.2843;1129.9795;475.1547;765.6308;1999.803;283.8657;735.3035;1435.196;1284.3529;590.4811;598.8884;501.0119
15.07.19;6058.83;1918.6238;517.8453;1275.9747;1532.5601;1063.1903;918.5643;1860.6249;1220.9696;724.5489;257.0755;1134.168;2.132;2625.0556;1776.4806;865.856;1477.377;1205.1673;1701.8532;3477.429;1319.4388;1650.0782;1063.1903;1576.905;755.381;724.5489;1134.168;475.7461;766.5552;2013.2427;283.8193;738.0591;1438.8497;1279.3163;592.0226;599.4895;502.9972
16.07.19;6038.4;1901.3863;517.5119;1276.1194;1529.8212;1051.3623;916.1867;1851.2679;1228.9146;725.9123;256.6017;1127.7016;2.148;2600.3649;1765.3093;865.8979;1460.1149;1204.468;1693.6685;3466.253;1326.3564;1641.3568;1051.3623;1575.1539;751.4372;725.9123;1127.7016;474.8692;765.7506;2013.9355;284.7468;737.0297;1444.2192;1296.599;591.3493;600.0906;501.2325
17.07.19;5999.05;1895.8129;512.9348;1274.7014;1516.047;1039.2992;908.0912;1851.6151;1202.2023;719.4904;255.5658;1132.5882;2.118;2593.0195;1754.0414;857.8067;1462.9253;1188.8078;1688.0111;3436.241;1303.4899;1648.4226;1039.2992;1574.647;749.7901;719.4904;1132.5882;472.9522;754.6751;2000.7575;280.7585;734.0999;1443.5196;1235.0231;596.3283;592.1172;497.8289
18.07.19;6021.15;1911.0826;508.3881;1286.4668;1512.7643;1039.2092;915.6844;1861.7476;1205.1874;722.5729;255.1911;1141.553;2.027;2608.6995;1770.7914;849.1146;1480.8579;1198.2018;1698.7823;3418.3987;1299.4393;1655.684;1039.2092;1598.3325;757.1324;722.5729;1141.553;472.2589;759.3655;2013.6584;280.1092;736.1904;1447.3463;1260.6674;598.4368;592.8597;495.9381
19.07.19;5984.2;1900.4999;501.6892;1277.7724;1502.1325;1044.673;911.243;1841.9567;1211.049;724.371;250.8825;1125.0194;2.068;2596.0228;1752.1634;837.1944;1480.4157;1192.7865;1679.1653;3395.3903;1310.2364;1639.8836;1044.673;1586.8123;754.8813;724.371;1125.0194;464.2852;752.0218;1991.1973;281.4541;731.2969;1438.768;1259.4;593.0149;588.7758;491.1479
22.07.19;6001.28;1923.7334;502.4773;1270.9617;1504.9054;1049.3109;913.1492;1839.1625;1212.3673;722.5334;250.7723;1122.9619;2.071;2615.6831;1780.4989;842.7842;1511.7299;1193.9618;1674.9853;3406.6224;1311.0822;1639.2333;1049.3109;1577.5962;758.1304;722.5334;1122.9619;464.0813;751.6623;1994.9691;282.0891;724.5981;1436.7604;1262.0665;594.2906;584.356;481.9458
23.07.19;6042.48;1934.4101;503.9929;1278.9524;1513.8374;1052.1251;923.5257;1850.4988;1227.3703;736.8789;253.3178;1116.0913;2.046;2624.862;1792.4297;845.9843;1527.1517;1206.3209;1686.3588;3423.4319;1330.382;1648.1634;1052.1251;1601.9729;770.7322;736.8789;1116.0913;468.7921;753.1516;2002.5587;288.6818;723.4895;1427.878;1271.5802;597.2142;588.9349;481.8197
24.07.19;6071.05;1951.0093;508.4487;1270.8168;1521.9355;1056.3803;931.9851;1851.4551;1232.5212;736.7209;253.1305;1116.8996;2.095;2643.9434;1788.5632;850.554;1570.4495;1213.2739;1684.8618;3442.2174;1334.3481;1651.7155;1056.3803;1588.7477;780.4274;736.7209;1116.8996;468.4454;759.5538;2008.5165;291.5239;725.3107;1414.5543;1285.412;595.5841;592.8597;492.9127
25.07.19;6039.13;1935.5785;508.0546;1270.32;1512.2989;1044.1326;926.4627;1841.2279;1229.9687;731.0939;251.9073;1113.5561;2.103;2631.3149;1772.9317;847.4237;1544.9559;1208.5079;1684.0841;3412.825;1330.8651;1632.883;1044.1326;1586.2824;772.9775;731.0939;1113.5561;466.1818;758.133;2012.1959;282.4619;724.218;1418.6305;1285.8237;593.387;595.6;498.2701
26.07.19;6083.82;1946.3894;524.5442;1285.4111;1515.6449;1038.9319;935.7343;1848.9027;1227.9073;731.4101;252.7338;1118.1488;2.116;2654.7867;1780.1537;878.9081;1541.104;1218.8685;1686.6505;3401.7016;1323.9442;1644.7512;1038.9319;1604.0926;782.8875;731.4101;1118.1488;467.7112;763.1706;2064.1688;282.3454;729.4124;1442.6617;1290.4511;602.1932;592.2763;505.1402
29.07.19;6074.01;1945.4091;522.0587;1288.7123;1506.8374;1035.4648;928.4032;1856.4385;1225.7345;728.9596;253.9019;1123.66;2.103;2640.2646;1792.3606;872.9131;1547.7948;1209.2155;1689.0807;3372.6442;1320.2146;1656.5019;1035.4648;1606.357;776.3195;728.9596;1123.66;469.8729;758.3085;2062.7063;281.9726;725.4691;1458.6217;1293.4482;599.9784;592.0111;507.0626
30.07.19;6058.96;1932.1129;518.5728;1291.1664;1496.4686;1047.2083;926.8656;1848.4859;1230.4494;733.6107;256.1609;1115.2807;2.067;2619.0845;1781.3551;867.3652;1541.2834;1202.1652;1672.7494;3350.3417;1325.6997;1659.7232;1047.2083;1596.7021;779.2895;733.6107;1115.2807;474.0534;754.3196;2043.6475;279.9459;724.4872;1488.4299;1300.134;598.6318;589.6244;502.9657
31.07.19;5993.17;1903.7885;512.8136;1265.4731;1478.8705;1041.6226;922.9049;1830.202;1217.4865;722.7168;255.4135;1109.6875;2.065;2569.5364;1792.9958;858.2678;1491.9293;1194.2182;1664.2533;3304.9133;1309.2623;1634.1872;1041.6226;1563.8431;777.8431;722.7168;1109.6875;472.6704;750.6303;2019.9395;283.0908;713.8451;1455.0206;1293.0859;593.7945;582.7254;496.1272
01.08.19;5939.83;1893.6205;510.2977;1259.3652;1459.6561;1017.8833;901.4762;1833.1156;1193.5186;718.6241;255.9866;1121.0106;2.078;2580.7061;1764.0803;852.8597;1462.2912;1178.494;1671.906;3262.1087;1283.6551;1631.1093;1017.8833;1560.9412;751.3579;718.6241;1121.0106;473.7309;736.0588;2018.0613;277.2436;710.4878;1439.32;1260.1593;590.6405;564.0858;496.4423
02.08.19;5897.1;1861.7732;506.2359;1260.8558;1446.367;1004.2387;899.9908;1829.0501;1185.9053;709.905;258.0354;1121.5988;2.056;2548.1257;1717.3792;843.9021;1438.949;1176.4182;1672.2758;3223.4074;1274.3483;1622.8669;1004.2387;1566.4485;750.6241;709.905;1121.5988;477.5224;733.8499;2019.1697;275.543;709.2842;1437.4132;1253.225;589.8964;557.401;497.5768
05.08.19;5721.8;1786.0299;491.4741;1226.9012;1406.9174;975.1015;870.8209;1786.2583;1153.0997;696.9549;252.997;1104.6517;2.005;2451.6871;1638.8213;816.079;1377.9024;1139.9093;1639.7723;3127.9588;1240.3326;1577.3768;975.1015;1526.4451;724.0227;696.9549;1104.6517;468.1984;712.9199;1972.9853;270.2781;688.38;1397.4519;1214.0597;574.3569;543.3595;490.6437
