;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
13.11.89;363.12;65.04;91.59;59.21;72.1258;81.84;79.25;69.93;71.58;73.82;#N/A N/A;97.85;7.937;48.51;68.4;79.26;26.57;66.4652;67.62;65.13;66.45;78.45;81.84;60.69;81.74;73.82;97.85;#N/A N/A;84.68;70.89;77.56;71.45;50.7;78.19;94.17;73.2;91.59
14.11.89;361.5;64.81;91.2;58.68;71.6015;82.04;78.66;69.28;71.33;73.67;#N/A N/A;97.94;7.916;48.76;68.1;78.74;26.6;65.5529;66.91;64.57;66.19;78.4;82.04;60.02;81.34;73.67;97.94;#N/A N/A;84.07;71.22;76.63;70.89;50.56;77.76;94.22;72.75;91.2
15.11.89;364.25;65;91.93;59.4;71.8548;82.64;79.16;70.12;72.04;74.05;#N/A N/A;98.55;7.893;49.79;68.18;79.33;26.87;66.0221;67.78;64.7;66.76;78.84;82.64;60.68;81.73;74.05;98.55;#N/A N/A;84.72;70.93;76.8;71.46;51.55;78.48;95.8;73.11;91.93
16.11.89;364.35;65.02;91.48;59.78;71.3717;82.57;79.63;70.04;72.21;74.06;#N/A N/A;98.74;7.912;49.91;68.18;77.97;26.99;66.8872;67.66;64.75;67.06;79.18;82.57;61.24;82.1;74.06;98.74;#N/A N/A;85.07;70.24;76.51;71.56;51.45;78.45;95.3;72.74;91.48
17.11.89;365.5;66.22;91.51;59.78;71.6055;83.08;79.6;70.12;72.66;74.2;#N/A N/A;98.03;7.928;50.36;69.5;78.11;27.34;66.3624;67.77;65.16;67.74;78.96;83.08;61.21;82.04;74.2;98.03;#N/A N/A;85.37;70.1;76.8;71.77;51.49;78.2;94.98;72.84;91.51
20.11.89;363.13;65.88;91.14;59.42;71.0945;82.48;79.16;70.03;71.67;73.89;#N/A N/A;97.4;7.927;49.7;69.21;77.76;27.07;66.4793;67.69;64.77;66.77;78.77;82.48;60.73;80.94;73.89;97.4;#N/A N/A;85.35;69.8;75.82;71.91;51.34;76.96;94.24;72.19;91.14
21.11.89;363.39;66.14;91.4;59.44;70.9125;82.8;79.05;70.18;71.51;74.14;#N/A N/A;97.59;7.884;49.44;69.54;77.29;27.18;66.7042;67.81;64.47;66.68;79.1;82.8;60.74;80.62;74.14;97.59;#N/A N/A;85.29;70.69;75.58;71.65;51.47;76.56;93.83;72.31;91.4
22.11.89;365.87;66.66;92.12;59.98;71.0378;83.55;79.19;71.48;72;74.34;#N/A N/A;98.1;7.828;49.24;70.17;77.46;28.29;66.9509;69.18;64.45;67.15;79.68;83.55;61.35;80.63;74.34;98.1;#N/A N/A;85.5;71.14;75.53;71.35;52.08;77.11;94.36;72.73;92.12
23.11.89;365.87;66.66;92.12;59.98;71.0378;83.55;79.19;71.48;72;74.34;#N/A N/A;98.1;7.797;49.24;70.17;77.46;28.29;66.9509;69.18;64.45;67.15;79.68;83.55;61.35;80.63;74.34;98.1;#N/A N/A;85.5;71.14;75.53;71.35;52.08;77.11;94.36;72.73;92.12
24.11.89;368.12;67.07;92.8;60.37;71.4718;84.01;79.65;72.19;72.32;74.84;#N/A N/A;98.21;7.771;49.8;70.57;77.85;28.62;67.2726;69.91;64.93;67.41;80.12;84.01;61.72;81;74.84;98.21;#N/A N/A;86.17;71.69;76.14;71.64;52.57;77.89;94.51;72.89;92.8
27.11.89;370.04;66.78;92.82;60.44;71.8883;85.15;79.97;72.35;72.86;75.4;#N/A N/A;98.48;7.874;49.92;70.22;78.05;28.94;67.5756;69.98;65.26;68.04;81.03;85.15;61.77;81.52;75.4;98.48;#N/A N/A;86.26;71.69;77.54;72.31;52.5;78.08;94.8;72.95;92.82
28.11.89;370.27;66.21;92.33;60.39;71.7788;85.84;79.87;72.11;73.2;75.91;#N/A N/A;98.55;7.948;49.75;69.58;77.8;28.59;67.5796;69.69;64.98;68.5;81.22;85.84;61.75;81.42;75.91;98.55;#N/A N/A;86.09;71.37;78;72.74;52.18;78.14;94.69;72.92;92.33
29.11.89;367.95;65.75;91.88;60.07;71.2296;85.03;79.04;71.46;72.84;75.72;#N/A N/A;98.75;7.904;49.4;69.09;77.01;28.51;66.5298;69.06;64.78;68.22;80.55;85.03;61.3;80.25;75.72;98.75;#N/A N/A;85.8;70.47;77.25;72.81;52.14;77.57;94.11;72.35;91.88
30.11.89;370.51;66.12;93.41;60.65;71.7006;85.84;78.96;72.05;73.12;75.94;#N/A N/A;99.53;7.839;49.94;69.44;77.68;28.57;67.2302;69.59;65.34;68.5;81.47;85.84;61.93;79.27;75.94;99.53;#N/A N/A;86.28;71.12;77.31;73.39;52.57;77.85;94.32;72.68;93.41
01.12.89;375.52;66.22;95.25;61.6;72.4929;87.54;79.8;72.81;74.23;76.83;#N/A N/A;100.55;7.76;50.33;69.51;78.57;28.87;67.4988;70.29;66.12;69.48;82.61;87.54;63.01;80.18;76.83;100.55;#N/A N/A;87.42;71.99;78.35;73.61;53.4;79.28;95.92;73.04;95.25
04.12.89;376.52;67.25;95.7;61.71;72.3769;88.08;79.57;72.96;74.26;76.94;#N/A N/A;100.66;7.758;50.85;70.62;78.27;28.74;66.7933;70.4;66.11;69.29;83.05;88.08;63.13;79.97;76.94;100.66;#N/A N/A;87.45;71.84;78.45;73.16;53.64;80.02;96.57;72.75;95.7
05.12.89;374.62;67.09;94.9;60.98;72.1527;87.76;78.63;72.5;74.24;76.63;#N/A N/A;100.62;7.81;50.47;70.5;78.27;28.58;65.8046;69.9;65.52;69.2;82.94;87.76;62.32;78.71;76.63;100.62;#N/A N/A;86.91;72.41;77.95;72.55;53.1;80;97;72.92;94.9
06.12.89;373.52;66.48;94.63;60.41;71.9525;88.29;77.82;72.51;74.02;76.48;#N/A N/A;100.8;7.914;50.16;69.84;77.98;28.59;65.4811;69.99;65.26;69.07;82.37;88.29;61.71;77.2;76.48;100.8;#N/A N/A;86.63;72.14;78.01;71.55;52.83;79.58;96.39;72.71;94.63
07.12.89;372.52;66.19;94.39;60.3;71.8248;87.9;77.26;72.15;73.95;76.59;#N/A N/A;100.58;7.944;49.7;69.56;77.96;28.47;64.3888;69.63;65.03;69.07;82.06;87.9;61.72;77.17;76.59;100.58;#N/A N/A;85.75;71.99;78.13;71.09;52.47;79.16;96.28;72.37;94.39
08.12.89;373.7;65.61;94.65;60.89;71.9048;88.76;77.22;71.92;74.23;76.91;#N/A N/A;101.25;7.823;49.55;68.92;77.91;28.11;63.5381;69.33;64.98;69.32;82.38;88.76;62.35;77.1;76.91;101.25;#N/A N/A;86.25;72.5;78.31;71.71;52.92;79.23;96.99;72.64;94.65
11.12.89;373.72;64.73;95.13;61.1;71.6272;89.64;77.02;71.35;74.16;76.84;#N/A N/A;101.29;7.906;48.71;68.02;77.88;27.58;63.4442;68.78;64.82;69.23;81.79;89.64;62.59;76.91;76.84;101.29;#N/A N/A;86;72.08;77.86;71.95;53.03;79.08;97.15;71.95;95.13
12.12.89;377.14;64.83;96.54;61.81;71.5127;92.48;76.99;71.48;74.81;77.33;#N/A N/A;102.41;7.905;48.45;68.17;77.3;27.51;63.3561;68.88;64.65;69.79;82.1;92.48;63.05;76.96;77.33;102.41;#N/A N/A;85.89;72.24;78.05;72.27;54.68;80.14;97.88;72.24;96.54
13.12.89;378.25;64.39;98.79;62;71.6324;91.92;77.01;71.46;75.11;77.5;#N/A N/A;103.25;7.956;47.92;67.73;77.45;27.48;63.378;68.93;64.88;70.05;81.59;91.92;63.32;77.12;77.5;103.25;#N/A N/A;85.77;72.13;78.58;72.2;54.72;80.5;98.41;71.7;98.79
14.12.89;376.3;63.79;98.84;61.7;71.0962;90.69;76.47;71.37;74.82;77.43;#N/A N/A;103.38;7.881;47.81;67.05;77.22;27.13;62.9714;68.86;64.49;69.88;81.24;90.69;63.04;76.18;77.43;103.38;#N/A N/A;85.59;71.68;77.09;71.89;54.34;79.75;97.78;71.35;98.84
15.12.89;375.38;63.51;99.25;61.56;70.8648;90.66;75.33;71.13;74.56;77.43;#N/A N/A;103.79;7.865;47.88;66.72;76.78;26.94;61.8795;68.58;64.45;69.73;81.42;90.66;62.9;75.33;77.43;103.79;#N/A N/A;84.06;71.76;76.46;71.82;54.2;78.9;97.56;71.32;99.25
18.12.89;368.57;62.76;96.97;60.64;69.4627;89.84;71.93;70.02;73.06;76.48;#N/A N/A;103.14;7.885;47.44;65.92;75.16;26.39;58.8135;67.55;63.2;68.43;79.8;89.84;61.96;72.4;76.48;103.14;#N/A N/A;79.89;70.54;74.67;71.11;53.25;76.79;95.41;70.23;96.97
19.12.89;367.27;63.57;96.07;60.29;68.8778;89.83;71.34;69.9;72.89;76.16;#N/A N/A;103.13;7.916;47.77;66.8;74.57;26.79;58.3269;67.44;62.65;68.39;79.68;89.83;61.52;72.02;76.16;103.13;#N/A N/A;79;69.69;73.39;70.53;53.23;76.36;94.73;70.49;96.07
20.12.89;367.69;63.67;95.68;60.1;68.6404;90.55;72.79;69.77;72.71;76.15;#N/A N/A;103.28;7.809;48.06;66.88;73.65;26.85;59.5977;67.34;62.66;68.22;79.32;90.55;61.21;74.18;76.15;103.28;#N/A N/A;79.74;68.66;73.97;70.3;53.44;76.49;94.2;70.29;95.68
21.12.89;369.78;64.14;96.22;60.15;69.2243;90.86;73.72;70.15;73.08;76.64;#N/A N/A;103.38;7.807;48.64;67.34;74.09;27.58;59.7451;67.71;63.05;68.55;79.75;90.86;61.25;75.69;76.64;103.38;#N/A N/A;80.47;69.45;75.1;70.65;53.44;77.36;94.18;70.83;96.22
22.12.89;372.81;64.5;98.4;60.57;69.7425;90.9;74.27;70.92;73.6;77.06;#N/A N/A;103.73;7.821;49.49;67.63;74.53;27.81;60.5607;68.49;64.21;68.86;80.27;90.9;61.5;76.09;77.06;103.73;#N/A N/A;81.04;69.62;74.96;71.13;54.33;78.3;95.59;70.96;98.4
25.12.89;372.81;64.5;98.4;60.57;69.7425;90.9;74.27;70.92;73.6;77.06;#N/A N/A;103.73;7.821;49.49;67.63;74.53;27.81;60.5607;68.49;64.21;68.86;80.27;90.9;61.5;76.09;77.06;103.73;#N/A N/A;81.04;69.62;74.96;71.13;54.33;78.3;95.59;70.96;98.4
26.12.89;372.23;64.12;97.89;60.36;69.7875;90.95;74.37;70.65;73.58;76.81;#N/A N/A;103.44;7.935;49.68;67.16;74.43;27.59;60.8025;68.18;64.13;68.86;80.33;90.95;61.26;76.29;76.81;103.44;#N/A N/A;80.92;69.69;75.59;71.01;54.19;78.51;95.22;70.87;97.89
27.12.89;374.38;64.47;98.13;60.75;70.2652;91.15;74.92;71.35;74.07;77.48;#N/A N/A;103.54;7.956;50.25;67.48;74.66;28.06;60.9268;68.92;64.82;69.26;80.63;91.15;61.65;77.15;77.48;103.54;#N/A N/A;81.39;69.31;76.21;71.72;54.47;78.95;96.34;71.55;98.13
28.12.89;376.38;64.21;99;61.54;70.7161;91.04;75.31;72.13;74.51;77.65;#N/A N/A;103.57;7.934;49.95;67.22;75.47;28.04;61.6409;69.63;65.36;69.67;81.9;91.04;62.52;77.31;77.65;103.57;#N/A N/A;81.84;69.7;76.02;72.52;55.03;79.13;97.22;71.96;99
29.12.89;379.41;64.7;99.89;62.33;71.2032;91.62;76.14;72.56;75.11;78.08;#N/A N/A;103.76;7.779;50.77;67.67;76.24;28.39;63.3699;69.91;65.87;70.3;83.41;91.62;63.31;77.78;78.08;103.76;#N/A N/A;82.54;70.41;75.95;73.41;55.81;79.54;97.84;72.49;99.89
01.01.90;379.41;64.7;99.89;62.33;71.2032;91.62;76.14;72.56;75.11;78.08;#N/A N/A;103.76;7.779;50.77;67.67;76.24;28.39;63.3699;69.91;65.87;70.3;83.41;91.62;63.31;77.78;78.08;103.76;#N/A N/A;82.54;70.41;75.95;73.41;55.81;79.54;97.84;72.49;99.89
02.01.90;386.16;67.14;101.27;62.86;73.3261;92.03;77.35;73.63;76.87;79.88;#N/A N/A;104.6;7.809;51.84;70.35;77.55;29.7;64.4812;70.96;68.38;72.02;84.51;92.03;63.85;78.75;79.88;104.6;#N/A N/A;84.1;70.89;79.23;74.66;56.05;81.74;99.26;74.64;101.27
03.01.90;385.17;67.29;100.47;62.7274;73.1503;90.74;77.48;74.18;76.81;80.17;#N/A N/A;103.6707;7.861;50.72;70.69;76.82;29.49;65.3078;71.53;68.67;72.05;84.83;90.74;63.7406;78.82;80.17;103.6707;#N/A N/A;83.89;70.45;79.13;74.22;55.94;80.98;99.42;74.36;100.47
04.01.90;382.02;67.64;98.0902;61.9076;72.8896;89.6926;76.9866;73.6985;76.54;79.92;#N/A N/A;102.1428;7.828;50.65;71.11;76.45;29.6;64.6765;71.1486;68.6804;71.85;83.6451;89.6926;62.6952;78.36;79.92;102.1428;#N/A N/A;83.4266;68.95;78.82;74;55.57;80.7;98.69;74.31;98.0902
05.01.90;378.3;67.26;95.9434;61.3975;72.3541;88.8025;76.2729;72.6182;76.08;79.5932;#N/A N/A;100.722;7.781;49.67;70.82;75.96;29.19;64.3242;70.0583;68.1901;71.33;82.7849;88.8025;62.3651;78.1;79.5932;100.722;#N/A N/A;81.962;68.04;77.99;73.52;54.52;80.02;98.87;74.1;95.9434
08.01.90;380.04;67.7612;97.4281;61.429;72.4875;89.6626;76.343;73.0566;76.4272;79.6132;#N/A N/A;100.5793;7.748;49.91;71.3731;76.1232;29.42;64.5606;70.4897;68.2647;71.8259;83.235;89.6626;62.205;78.11;79.6132;100.5793;#N/A N/A;82.002;69.28;77.84;73.66;55.11;80.2106;98.36;74.11;97.4281
09.01.90;375.56;67.1911;95.9434;60.7421;71.5472;88.6224;75.2525;72.226;75.4794;78.9932;#N/A N/A;99.6486;7.789;48.62;70.903;75.023;29.88;63.4823;69.6191;67.164;70.9488;82.7549;88.6224;61.4673;76.6;78.9932;99.6486;#N/A N/A;81.3913;68.83;77.17;72.52;54.73;79.3904;96.95;73.22;95.9434
10.01.90;373.09;66.571;94.3383;60.2119;70.9513;88.4424;74.5422;71.8858;75.0608;78.7783;#N/A N/A;100.149;7.746;47.77;70.3029;74.2429;29.3;63.0418;69.3789;66.5665;70.6788;81.7347;88.4424;60.767;75.67;78.7783;100.149;#N/A N/A;80.7606;67.71;76.88;71.99;54.73;78.5902;95.9628;72.81;94.3383
11.01.90;374.4;66.8011;94.1277;60.3619;71.0886;89.1925;74.8623;72.3061;75.2908;79.1583;#N/A N/A;100.4392;7.797;47.84;70.5629;74.2929;29.39;63.9767;69.8293;66.8366;70.8488;81.8947;89.1925;60.817;76.07;79.1583;100.4392;#N/A N/A;80.6004;66.91;77.3;72.04;55.21;78.7502;96.6529;72.94;94.1277
12.01.90;365.22;65.2728;91.4634;58.9069;69.139;87.3123;73.1416;70.4649;73.4118;77.2481;#N/A N/A;98.3384;7.716;47.08;68.895;72.2825;28.71;62.4648;68.008;65.1755;69.1602;80.1144;87.3123;59.4264;74.02;77.2481;98.3384;#N/A N/A;79.1388;65.24;74.75;70.47;53.5994;76.9198;93.6125;70.92;91.4634
15.01.90;362.07;65.1928;90.2988;58.4665;68.3728;87.1422;72.2612;69.6144;72.7917;76.178;#N/A N/A;97.988;7.716;46.66;68.865;71.4524;28.69;62.017;67.2074;64.3249;68.6901;79.0142;87.1422;58.9061;72.8;76.178;97.988;#N/A N/A;78.3679;64.13;74.18;69.68;53.5091;76.4997;91.8223;70.36;90.2988
16.01.90;366.12;67.0532;91.7947;59.2693;69.2596;87.5023;72.7699;70.1267;73.5685;76.7481;#N/A N/A;98.7489;7.862;48.39;70.7754;72.3426;29.65;62.2812;67.7678;64.8184;69.299;79.0218;87.5023;59.9666;73.6402;76.7481;98.7489;#N/A N/A;78.6482;64.75;76.34;69.59;53.8401;77.99;92.7724;70.82;91.7947
17.01.90;362.54;66.253;90.5096;58.5887;68.6189;86.5122;72.0795;69.7464;73.0684;75.6679;#N/A N/A;98.3594;7.935;48.24;69.8652;71.6924;29.34;61.3583;67.3975;64.3379;68.8989;78.6116;86.5122;59.1362;73.1801;75.6679;98.3594;#N/A N/A;77.8273;64.5;75.12;69.17;53.5292;77.0198;92.1723;70.31;90.5096
18.01.90;363.38;65.903;90.7807;58.7388;68.5871;87.1222;72.0495;70.2968;73.3484;75.4779;#N/A N/A;98.8302;8.039;48.46;69.4151;71.7825;28.92;61.1785;67.9579;64.0275;69.299;79.0218;87.1222;59.2063;73.14;75.4779;98.8302;#N/A N/A;77.9074;64.2;75.17;69.37;53.9303;77.2399;91.7422;70.74;90.7807
19.01.90;364.43;65.4729;91.2928;58.7059;68.8855;88.2324;71.8794;70.577;73.6885;75.2079;#N/A N/A;98.9384;7.981;48.73;68.875;72.7626;28.74;60.9289;68.1481;64.3779;69.7592;80.0222;88.2324;59.1763;72.85;75.2079;98.9384;#N/A N/A;77.9274;63.84;75.46;69.37;53.8821;77.81;91.0222;70.1332;91.2928
22.01.90;355.04;64.1126;88.3009;57.2292;67.112;85.562;69.9749;68.6557;72.0181;73.0877;#N/A N/A;97.6658;7.969;47.59;67.4647;70.6723;27.73;59.055;66.2167;63.0165;68.1287;78.4416;85.562;57.6756;70.934;73.0877;97.6658;#N/A N/A;76.0046;61.94;73.38;68.2;52.314;76.1796;89.1019;68.2929;88.3009
23.01.90;356.36;64.7127;89.1543;57.3994;67.1983;86.0021;69.6591;68.8158;72.2382;73.5877;#N/A N/A;98.0867;7.948;47.22;68.2248;70.4022;27.76;59.0764;66.4469;63.2367;68.4288;77.9814;86.0021;57.8557;70.5845;73.5877;98.0867;#N/A N/A;75.5135;61.31;73.72;68.4;52.4546;76.5197;88.7218;68.723;89.1543
24.01.90;348.44;64.8528;89.1141;56.9789;66.685;86.0121;69.0817;68.7858;72.1081;72.9577;#N/A N/A;97.5256;7.914;47.69;68.3149;69.9921;28.28;58.2018;66.3968;63.2367;68.2487;78.1314;86.0121;57.4855;70.0797;72.9577;97.5256;#N/A N/A;75.0425;60.23;72.6125;67.89;51.8824;76.2596;89.0819;67.8328;89.1141
25.01.90;350.51;64.2126;88.2707;55.6873;66.0036;85.3808;68.4651;67.6851;71.1379;71.7475;#N/A N/A;96.4673;7.934;47.12;67.6447;68.872;28.36;57.416;65.236;62.7061;67.2285;77.6813;85.3808;56.1349;69.4679;71.7475;96.4673;#N/A N/A;74.5146;59.89;72.3912;67.61;50.4267;75.6695;88.0518;66.7926;88.2707
26.01.90;350.25;64.2626;86.6744;55.5089;66.0983;85.901;68.1079;67.565;71.2579;71.88;#N/A N/A;97.1487;7.939;47.03;67.7247;68.6776;28.27;57.0547;65.156;62.6642;67.3985;77.2511;85.901;55.8641;68.9528;71.88;97.1487;#N/A N/A;74.324;60.51;73.1959;67.55;50.5409;75.1593;88.4818;66.6406;86.6744
29.01.90;349.67;64.2727;86.7748;55.4966;65.7512;86.6154;67.5821;67.4734;70.8216;71.6915;#N/A N/A;96.9683;7.99;47.33;67.6947;68.5676;28.25;56.1305;65.1864;62.4339;67.1584;76.1807;86.6154;55.8823;68.7109;71.6915;96.9683;#N/A N/A;73.7423;59.4958;72.693;67.58;50.4016;73.9251;87.7217;66.0936;86.7748
30.01.90;347.38;64.1839;85.0981;55.086;65.1384;86.9475;66.8028;66.9328;70.3606;71.3682;#N/A N/A;96.8997;8.011;46.95;67.6462;68.1674;27.91;55.0765;64.766;61.9132;67.0084;74.6801;86.9475;55.502;68.0882;71.3682;96.8997;#N/A N/A;72.9298;58.4457;72.2303;66.66;50.03;71.9818;86.8769;64.9676;85.0981
31.01.90;353.94;65.2041;87.327;56.418;66.57;88.3594;68.3078;67.8437;71.5015;72.1315;#N/A N/A;98.7559;8.009;47.86;68.6964;69.4179;28.46;56.4617;65.6469;63.1448;67.9489;75.7505;88.3594;56.9031;69.3837;72.1315;98.7559;#N/A N/A;74.7654;61.0459;73.4977;67.84;51.2252;73.3541;89.018;66.7984;87.327
01.02.90;353.68;64.9641;87.1965;56.408;66.3492;88.4301;68.2276;68.214;71.5179;71.8556;#N/A N/A;98.6355;8.018;48.19;68.3664;69.0878;28.49;56.8071;66.0273;62.8945;67.983;76.0106;88.4301;56.793;69.0824;71.8556;98.6355;#N/A N/A;74.6751;60.6759;73.4977;68.02;51.4764;73.6204;88.6878;66.6584;87.1965
02.02.90;356.02;65.2741;87.9394;56.8236;66.8972;89.153;68.4383;68.9447;71.8882;72.1617;#N/A N/A;99.0034;8.055;48.63;68.6664;70.1082;28.64;56.9809;66.768;63.0288;68.2932;76.5208;89.153;57.1546;69.1628;72.1617;99.0034;#N/A N/A;75.0763;61.576;73.6989;68.51;51.9986;73.8308;89.6183;67.5988;87.9394
05.02.90;357.28;66.3495;88.4816;56.9091;67.1026;89.3884;68.7339;68.8994;72.1026;72.3695;#N/A N/A;98.9236;8.063;48.34;69.9553;70.4283;29.09;57.4422;66.6885;63.0589;68.5288;76.8109;89.3884;57.2567;68.741;72.3695;98.9236;#N/A N/A;76.0925;62.256;74.0619;68.359;52.1393;74.067;89.5783;67.6134;88.4816
06.02.90;355.05;66.6511;87.1262;56.5182;66.6019;89.0611;68.1419;68.2082;71.8373;71.9288;#N/A N/A;98.5919;8.064;48.14;70.3375;70.0882;29.16;56.737;66.0172;62.6583;68.3837;76.0506;89.0611;56.8761;68.0581;71.9288;98.5919;#N/A N/A;75.6812;62.006;73.4279;67.6987;51.7777;73.6854;88.7079;66.6325;87.1262
07.02.90;359.53;68.1789;87.4977;57.1596;67.8094;90.7344;68.8624;68.9704;72.5483;72.5203;#N/A N/A;99.2731;8.062;50.2;71.8058;70.8685;29.64;58.2584;66.8062;63.7098;68.9546;76.4708;90.7344;57.6073;68.4989;72.5203;99.2731;#N/A N/A;76.243;62.8961;75.8027;68.319;52.1694;74.5575;90.1386;67.7735;87.4977
08.02.90;358.7;68.0884;86.7748;57.0293;67.4609;91.439;68.3305;68.7197;72.5283;72.183;#N/A N/A;99.0768;8.071;50.32;71.675;70.6284;29.8;57.9677;66.5153;63.7571;68.9946;76.6008;91.439;57.5572;67.9062;72.183;99.0768;#N/A N/A;75.6511;61.786;75.048;67.8187;51.9384;74.7179;89.4883;67.139;86.7748
09.02.90;359.58;68.0884;86.7447;57.101;67.8334;91.5204;68.3915;68.6911;72.7395;72.7032;#N/A N/A;99.63;8.013;51.05;71.5745;70.5684;29.69;57.7458;66.4606;64.2768;69.136;76.795;91.5204;57.5272;68.1797;72.7032;99.63;#N/A N/A;75.6275;61.906;75.87;68.108;52.2397;75.3093;89.7684;67.525;86.7447
12.02.90;355.89;67.1335;85.8813;56.4025;67.2109;90.5276;67.9097;68.1648;71.8723;71.966;#N/A N/A;98.8297;7.958;50.28;70.5688;69.5179;29.15;56.7472;65.996;63.465;68.3276;75.8345;90.5276;56.9462;68.3605;71.966;98.8297;#N/A N/A;74.6944;61.416;76.0431;66.8069;51.3797;74.3871;88.5617;67.0744;85.8813
13.02.90;357.01;67.9276;86.082;56.2939;67.3766;91.0213;68.0904;68.2;72.1524;72.0038;#N/A N/A;99.3032;7.789;50.68;71.4437;69.6545;29.35;56.9797;66.045;63.5892;68.5846;75.7545;91.0213;56.7358;68.5513;72.0038;99.3032;#N/A N/A;74.8048;61.436;76.2054;67.1185;51.4701;74.8081;88.8822;67.445;86.082
14.02.90;358.1;68.2794;86.564;56.324;67.6154;90.9507;68.6525;68.5413;72.2169;72.2953;#N/A N/A;99.5782;7.872;51.17;71.7655;70.1152;29.52;57.2509;66.3765;63.7697;68.6437;76.0746;90.9507;56.7358;69.6363;72.2953;99.5782;#N/A N/A;74.9453;61.406;76.3372;67.2286;51.5706;74.9585;88.8521;67.7054;86.564
15.02.90;361.23;68.39;87.2166;56.7678;68.1043;92.5828;69.8069;69.3144;72.6528;72.5881;#N/A N/A;99.7395;7.965;51.97;71.7857;70.3656;29.49;56.8598;67.1299;64.2709;69.2248;77.0051;92.5828;57.2267;71.8262;72.5881;99.7395;#N/A N/A;75.8482;61.876;77.3105;67.0242;52.083;74.9986;88.772;68.0359;87.2166
16.02.90;358.99;67.4315;85.9917;56.427;67.467;92.3108;70.0568;68.4911;72.2995;72.7782;#N/A N/A;99.1447;7.937;50.55;70.8881;70.0451;29.32;57.295;66.256;63.5616;68.7756;76.6049;92.3108;56.7258;72.0523;72.7782;99.1447;#N/A N/A;75.9887;61.2259;75.9564;67.2245;52.0227;74.9384;88.7765;67.8428;85.9917
19.02.90;358.99;67.4315;85.9917;56.427;67.467;92.3108;70.0568;68.4911;72.2995;72.7782;#N/A N/A;99.1447;7.935;50.55;70.8881;70.0451;29.32;57.295;66.256;63.5616;68.7756;76.6049;92.3108;56.7258;72.0523;72.7782;99.1447;#N/A N/A;75.9887;61.2259;75.9564;67.2245;52.0227;74.9384;88.7765;67.8428;85.9917
